id,permanent,name,picture,active
"200",false,"00107590",,true
"201",false,"00107595",,true
"202",true,"00107600",,true
"203",false,"00107605",,true
"204",false,"00107610",,true
"205",false,"00107615",,true
"206",false,"00107620",,true
"207",false,"00107625",,true
"208",false,"00107630",,true
"209",false,"00107635",,true
"210",false,"00107640",,true
"211",false,"00107645",,true
"212",false,"00107650",,true
"213",false,"00107655",,true
"214",false,"00107660",,true
"215",false,"00107665",,true
"216",true,"00107695",,true
"217",false,"00107700",,true
"218",false,"00107705",,true
"219",false,"00107710",,true
"220",false,"00107715",,true
"221",false,"00107720",,true
"222",false,"00107725",,true
"223",false,"00107730",,true
"224",false,"00107735",,true
"225",false,"00107740",,true
"226",false,"00107745",,true
"227",false,"00107750",,true
"228",false,"00107755",,true
"229",false,"00107760",,true
"230",false,"00107765",,true
"231",false,"00107770",,true
"232",false,"00107780",,true
"233",false,"00107785",,true
"234",false,"00107790",,true
"235",false,"00107795",,true
"236",false,"00107802",,true
"237",false,"00107805",,true
"238",false,"00107807",,true
"239",false,"00107810",,true
"240",false,"00107815",,true
"241",false,"00107820",,true
"242",false,"00107825",,true
"243",false,"00107830",,true
"244",false,"00107835",,true
"245",false,"00107840",,true
"246",false,"00107845",,true
"247",false,"00107850",,true
"248",false,"00107855",,true
"249",false,"00107860",,true
"250",false,"00107865",,true
"251",false,"00107867",,true
"252",true,"00118550",,true
"253",false,"00187880",,true
"254",false,"00187885",,true
"255",false,"00187890",,true
"256",false,"00187895",,true
"257",false,"00187900",,true
"258",false,"00187905",,true
"259",false,"00187910",,true
"260",false,"00187915",,true
"261",false,"00187920",,true
"262",false,"00187925",,true
"263",false,"00187930",,true
"264",false,"00187935",,true
"265",false,"00187940",,true
"266",false,"00187945",,true
"267",false,"00187950",,true
"268",false,"00187955",,true
"269",false,"00187960",,true
"270",false,"00187965",,true
"271",false,"00187970",,true
"272",false,"00187975",,true
"273",false,"00187980",,true
"274",false,"00187985",,true
"275",false,"00187990",,true
"276",false,"00187995",,true
"277",false,"00188000",,true
"278",false,"00188005",,true
"279",false,"00188010",,true
"280",false,"00188015",,true
"281",false,"00188020",,true
"282",false,"00188025",,true
"283",false,"00188030",,true
"284",false,"00188035",,true
"285",false,"00188040",,true
"286",false,"00188045",,true
"287",false,"00188050",,true
"288",false,"00188055",,true
"289",false,"00188060",,true
"290",false,"00188065",,true
"291",false,"00188070",,true
"292",false,"00188075",,true
"293",false,"00188080",,true
"294",false,"00188085",,true
"295",false,"00188090",,true
"296",false,"00188095",,true
"297",false,"00188100",,true
"298",false,"00188105",,true
"299",false,"00188110",,true
"300",true,"00208115",,true
"301",false,"00208120",,true
"302",false,"00208125",,true
"303",false,"00208130",,true
"304",false,"00208135",,true
"305",false,"00208140",,true
"306",false,"00208145",,true
"307",false,"00208150",,true
"308",false,"00208155",,true
"309",false,"00208160",,true
"310",false,"00208165",,true
"311",false,"00208170",,true
"312",false,"00208175",,true
"313",false,"00208180",,true
"314",false,"00208185",,true
"315",false,"00208190",,true
"316",false,"00208195",,true
"317",false,"00208200",,true
"318",false,"00208205",,true
"319",false,"00208210",,true
"320",false,"00208215",,true
"321",false,"00208220",,true
"322",false,"00208225",,true
"323",false,"00208230",,true
"324",false,"00208235",,true
"325",false,"00208240",,true
"326",false,"00208245",,true
"327",true,"00208250",,true
"328",false,"00208255",,true
"329",true,"00208395",,true
"330",false,"00208400",,true
"331",true,"00208405",,true
"332",true,"00208410",,true
"333",false,"00208415",,true
"334",false,"00208420",,true
"335",false,"00208425",,true
"336",false,"00208430",,true
"337",false,"00208435",,true
"338",false,"00208436",,true
"339",false,"00208440",,true
"340",false,"00208445",,true
"341",false,"00208450",,true
"342",false,"00208455",,true
"343",false,"00208460",,true
"344",false,"00208465",,true
"345",false,"00208470",,true
"346",false,"00208475",,true
"347",false,"00208480",,true
"348",false,"00208485",,true
"349",false,"00208490",,true
"350",true,"00208495",,true
"351",false,"00208500",,true
"352",true,"00208505",,true
"353",false,"00208510",,true
"354",false,"00208515",,true
"355",false,"00208520",,true
"356",true,"00208525",,true
"357",false,"00208530",,true
"358",false,"00208535",,true
"359",true,"00208540",,true
"360",false,"00208545",,true
"361",false,"00208600",,true
"362",false,"00208605",,true
"363",false,"01491845",,true
"364",false,"01491850",,true
"365",false,"01491855",,true
"366",false,"01491860",,true
"367",false,"01491865",,true
"368",false,"01491870",,true
"369",false,"01491875",,true
"370",false,"01491880",,true
"371",false,"01491885",,true
"372",false,"01491890",,true
"373",false,"01491895",,true
"374",false,"01491900",,true
"375",false,"01491905",,true
"376",false,"01491910",,true
"377",false,"01491915",,true
"378",false,"01491920",,true
"379",false,"01491925",,true
"380",false,"01491930",,true
"381",false,"01491935",,true
"382",false,"01491940",,true
"383",false,"01491945",,true
"384",false,"01491950",,true
"385",false,"01491955",,true
"386",false,"01491960",,true
"387",false,"01491965",,true
"388",false,"01491970",,true
"389",false,"01491975",,true
"390",false,"01491980",,true
"391",false,"01491985",,true
"392",false,"01491990",,true
"393",false,"01491995",,true
"394",false,"01492000",,true
"395",false,"01492005",,true
"396",false,"01492010",,true
"397",false,"01492015",,true
"398",false,"01492020",,true
"399",false,"01492025",,true
"400",false,"01492030",,true
"401",false,"01492035",,true
"402",false,"01492040",,true
"403",false,"01492045",,true
"404",false,"01492050",,true
"405",false,"01492055",,true
"406",false,"01492060",,true
"407",false,"01492065",,true
"408",false,"01492070",,true
"409",false,"01492075",,true
"410",false,"01492080",,true
"411",false,"01492085",,true
"412",false,"01492090",,true
"413",false,"01492095",,true
"414",false,"01492100",,true
"415",false,"01492105",,true
"416",false,"01492110",,true
"417",false,"01492115",,true
"418",false,"01492120",,true
"419",false,"01492125",,true
"420",false,"01492130",,true
"421",false,"01492135",,true
"422",false,"01492140",,true
"423",false,"01492145",,true
"424",false,"01492150",,true
"425",false,"01492155",,true
"426",false,"01492160",,true
"427",false,"01492165",,true
"428",false,"01492170",,true
"429",false,"01492175",,true
"430",false,"01492180",,true
"431",false,"01492185",,true
"432",false,"01492190",,true
"433",false,"01492195",,true
"434",false,"01492200",,true
"435",false,"01492205",,true
"436",false,"01492210",,true
"437",false,"01492215",,true
"438",false,"01492220",,true
"439",false,"01492225",,true
"440",false,"01492230",,true
"441",false,"01492235",,true
"442",false,"01492240",,true
"443",false,"01492245",,true
"444",false,"01492250",,true
"445",false,"01492255",,true
"446",false,"01492260",,true
"447",false,"01492265",,true
"448",false,"01492270",,true
"449",false,"01492275",,true
"450",false,"01682280",,true
"451",false,"01682285",,true
"452",false,"01682290",,true
"453",false,"01682295",,true
"454",false,"01682300",,true
"455",false,"01682305",,true
"456",false,"01682310",,true
"457",false,"01682315",,true
"458",false,"01682320",,true
"459",false,"01682325",,true
"460",false,"01682330",,true
"461",false,"01682335",,true
"462",false,"01682340",,true
"463",false,"01682345",,true
"464",false,"01682350",,true
"465",false,"01682355",,true
"466",false,"01682360",,true
"467",false,"01682365",,true
"468",false,"01682370",,true
"469",false,"01682375",,true
"470",false,"01682380",,true
"471",false,"01682385",,true
"472",false,"01682390",,true
"473",false,"01682395",,true
"474",false,"01692395",,true
"475",false,"01692400",,true
"476",false,"01692405",,true
"477",false,"01692410",,true
"478",false,"01692415",,true
"479",false,"01692420",,true
"480",false,"01692425",,true
"481",false,"01692430",,true
"482",false,"01692435",,true
"483",false,"01692440",,true
"484",false,"01692445",,true
"485",false,"01692450",,true
"486",false,"01692455",,true
"487",false,"01692460",,true
"488",false,"01692465",,true
"489",false,"01692470",,true
"490",false,"01692475",,true
"491",false,"01692480",,true
"492",false,"01692485",,true
"493",false,"01702490",,true
"494",false,"01702495",,true
"495",false,"01702500",,true
"496",false,"01702505",,true
"497",false,"01702510",,true
"498",false,"01702515",,true
"499",false,"01702520",,true
"500",false,"01702525",,true
"501",false,"01702530",,true
"502",false,"01702535",,true
"503",false,"01702540",,true
"504",false,"01702545",,true
"505",false,"01702550",,true
"506",false,"01702555",,true
"507",false,"01702560",,true
"508",false,"01702565",,true
"509",false,"01702570",,true
"510",false,"01702575",,true
"511",false,"01702580",,true
"512",false,"01702585",,true
"513",false,"01702590",,true
"514",false,"01702595",,true
"515",false,"01702600",,true
"516",false,"01702605",,true
"517",false,"01702610",,true
"518",false,"01702615",,true
"519",false,"01702620",,true
"520",false,"01702625",,true
"521",false,"01702630",,true
"522",false,"01702635",,true
"523",false,"01702640",,true
"524",false,"01702645",,true
"525",false,"01702650",,true
"526",false,"01702655",,true
"527",false,"01702660",,true
"528",false,"01702665",,true
"529",false,"01702670",,true
"530",false,"01702675",,true
"531",false,"01702680",,true
"532",false,"01702685",,true
"533",false,"01702690",,true
"534",false,"01702695",,true
"535",false,"01702700",,true
"536",false,"01702705",,true
"537",false,"01702710",,true
"538",false,"01702715",,true
"539",false,"01702720",,true
"540",false,"01702725",,true
"541",false,"01702730",,true
"542",false,"01702735",,true
"543",false,"01702740",,true
"544",false,"01702745",,true
"545",false,"01702750",,true
"546",false,"01702755",,true
"547",false,"01702760",,true
"548",false,"01702765",,true
"549",false,"01702770",,true
"550",false,"01702775",,true
"551",false,"01702780",,true
"552",false,"01702785",,true
"553",false,"01702790",,true
"554",false,"01702795",,true
"555",false,"01702800",,true
"556",false,"01702805",,true
"557",false,"01702810",,true
"558",false,"01702815",,true
"559",false,"01702820",,true
"560",false,"01702825",,true
"561",false,"01702830",,true
"562",false,"01712840",,true
"563",false,"01712845",,true
"564",false,"01712850",,true
"565",false,"01712855",,true
"566",false,"01712860",,true
"567",false,"01712865",,true
"568",false,"01712870",,true
"569",false,"01712875",,true
"570",false,"01712880",,true
"571",false,"01712885",,true
"572",false,"01712890",,true
"573",false,"01712895",,true
"574",false,"01712900",,true
"575",false,"01712905",,true
"576",false,"01712910",,true
"577",false,"01722915",,true
"578",false,"01722920",,true
"579",false,"01722925",,true
"580",false,"01722930",,true
"581",false,"01722935",,true
"582",false,"01722940",,true
"583",false,"01722945",,true
"584",false,"01722950",,true
"585",false,"01722955",,true
"586",false,"01722960",,true
"587",false,"01722965",,true
"588",false,"01722970",,true
"589",false,"01722975",,true
"590",false,"01722980",,true
"591",false,"01722985",,true
"592",false,"01722990",,true
"593",false,"01722995",,true
"594",false,"01723000",,true
"595",false,"01723005",,true
"596",false,"01733010",,true
"597",false,"01733015",,true
"598",false,"01733020",,true
"599",false,"01733025",,true
"600",false,"01733030",,true
"601",false,"01733035",,true
"602",false,"01733040",,true
"603",false,"01733045",,true
"604",false,"01733050",,true
"605",false,"01733055",,true
"606",false,"01733060",,true
"607",false,"01733065",,true
"608",false,"01733070",,true
"609",false,"01733075",,true
"610",false,"01733080",,true
"611",false,"01733085",,true
"612",false,"01733090",,true
"613",false,"01733095",,true
"614",false,"01733100",,true
"615",false,"01733105",,true
"616",false,"01733110",,true
"617",false,"01733115",,true
"618",false,"01733120",,true
"619",false,"01733125",,true
"620",false,"01733130",,true
"621",false,"01733135",,true
"622",false,"01733140",,true
"623",false,"01733145",,true
"624",false,"01733150",,true
"625",false,"01733155",,true
"626",false,"01733160",,true
"627",false,"01733165",,true
"628",false,"01733170",,true
"629",false,"01733175",,true
"630",false,"01733180",,true
"631",false,"01743185",,true
"632",false,"01743190",,true
"633",false,"01743195",,true
"634",false,"01743200",,true
"635",false,"01743205",,true
"636",false,"01743210",,true
"637",false,"01743215",,true
"638",false,"01743220",,true
"639",false,"01743225",,true
"640",false,"01743230",,true
"641",false,"01743235",,true
"642",false,"01743240",,true
"643",false,"01743245",,true
"644",false,"01743250",,true
"645",false,"01743255",,true
"646",false,"01743260",,true
"647",false,"01743265",,true
"648",false,"10020260",,true
"649",false,"10020265",,true
"650",false,"10020270",,true
"651",false,"10020275",,true
"652",false,"10020280",,true
"653",false,"10020285",,true
"654",false,"10020290",,true
"655",false,"10020295",,true
"656",false,"10020300",,true
"657",false,"10020305",,true
"658",false,"10020310",,true
"659",false,"10020315",,true
"660",false,"10020320",,true
"661",false,"10020325",,true
"662",false,"10020330",,true
"663",false,"10020335",,true
"664",false,"10020340",,true
"665",false,"10020345",,true
"666",false,"10020350",,true
"667",false,"10020357",,true
"668",false,"10030380",,true
"669",false,"10030385",,true
"670",false,"10030390",,true
"671",false,"10030395",,true
"672",false,"10030400",,true
"673",false,"10030405",,true
"674",false,"10030410",,true
"675",false,"10030415",,true
"676",false,"10030420",,true
"677",false,"10030425",,true
"678",false,"10030430",,true
"679",false,"10030435",,true
"680",false,"10030440",,true
"681",false,"10030445",,true
"682",false,"10030450",,true
"683",false,"10030455",,true
"684",false,"10030460",,true
"685",false,"10030465",,true
"686",false,"10030470",,true
"687",false,"10030475",,true
"688",false,"10030480",,true
"689",false,"10030485",,true
"690",false,"10030490",,true
"691",false,"10030495",,true
"692",false,"10030500",,true
"693",false,"10030503",,true
"694",false,"10030505",,true
"695",false,"10030510",,true
"696",false,"10030515",,true
"697",false,"10030520",,true
"698",false,"10030525",,true
"699",false,"10030530",,true
"700",false,"10030535",,true
"701",false,"10030540",,true
"702",false,"10030545",,true
"703",false,"10030550",,true
"704",false,"10030555",,true
"705",false,"10030560",,true
"706",false,"10030565",,true
"707",false,"10030570",,true
"708",false,"10030575",,true
"709",false,"10030580",,true
"710",false,"10030585",,true
"711",false,"10030590",,true
"712",false,"10030595",,true
"713",false,"10030600",,true
"714",false,"10030605",,true
"715",false,"10030610",,true
"716",false,"10030615",,true
"717",false,"10030620",,true
"718",false,"10030625",,true
"719",false,"10030630",,true
"720",false,"10030635",,true
"721",false,"10030640",,true
"722",false,"10030645",,true
"723",false,"10030650",,true
"724",false,"10030655",,true
"725",false,"10030660",,true
"726",false,"10030665",,true
"727",false,"10030670",,true
"728",false,"10030675",,true
"729",false,"10030680",,true
"730",false,"10030685",,true
"731",false,"10030690",,true
"732",false,"10030695",,true
"733",false,"10030700",,true
"734",false,"10030705",,true
"735",false,"10030710",,true
"736",false,"10030715",,true
"737",false,"10030720",,true
"738",false,"10030725",,true
"739",false,"10030730",,true
"740",false,"11150735",,true
"741",false,"11150740",,true
"742",false,"11150745",,true
"743",false,"11150750",,true
"744",false,"11150755",,true
"745",false,"11150760",,true
"746",false,"11150765",,true
"747",false,"11150770",,true
"748",false,"11150775",,true
"749",false,"11150777",,true
"750",false,"11560780",,true
"751",false,"11560785",,true
"752",false,"11560790",,true
"753",false,"11560795",,true
"754",false,"11560800",,true
"755",false,"11560805",,true
"756",false,"11600810",,true
"757",false,"11600815",,true
"758",false,"11600820",,true
"759",false,"11610825",,true
"760",false,"11610830",,true
"761",false,"11610835",,true
"762",false,"11610840",,true
"763",false,"11610845",,true
"764",false,"11610850",,true
"765",false,"11610860",,true
"766",false,"11610862",,true
"767",false,"11610865",,true
"768",false,"11610870",,true
"769",false,"11610875",,true
"770",false,"11610880",,true
"771",false,"11610885",,true
"772",false,"11610890",,true
"773",false,"11610895",,true
"774",false,"11610900",,true
"775",false,"11610905",,true
"776",false,"11610910",,true
"777",false,"11610915",,true
"778",false,"11610920",,true
"779",false,"11610925",,true
"780",false,"11610930",,true
"781",false,"11610935",,true
"782",false,"11610940",,true
"783",false,"11610945",,true
"784",false,"11610950",,true
"785",false,"11610955",,true
"786",false,"11610960",,true
"787",false,"11610965",,true
"788",false,"11610970",,true
"789",false,"11610980",,true
"790",false,"11610990",,true
"791",false,"11620955",,true
"792",false,"11620960",,true
"793",false,"11620965",,true
"794",false,"11620970",,true
"795",false,"11620975",,true
"796",false,"11620980",,true
"797",false,"11620985",,true
"798",false,"11620990",,true
"799",false,"11620995",,true
"800",false,"11621000",,true
"801",false,"11621005",,true
"802",false,"11621010",,true
"803",false,"11621015",,true
"804",false,"11621020",,true
"805",false,"11621025",,true
"806",false,"11621030",,true
"807",false,"11621035",,true
"808",false,"11621040",,true
"809",false,"11621045",,true
"810",false,"11621050",,true
"811",false,"11621055",,true
"812",false,"11621060",,true
"813",false,"11621065",,true
"814",false,"11621070",,true
"815",false,"11621075",,true
"816",false,"11621080",,true
"817",false,"11621085",,true
"818",false,"11621090",,true
"819",false,"13101095",,true
"820",false,"13101100",,true
"821",false,"13101105",,true
"822",false,"13101110",,true
"823",false,"13101115",,true
"824",false,"13101120",,true
"825",false,"13101125",,true
"826",false,"13101130",,true
"827",false,"13101135",,true
"828",false,"13101140",,true
"829",false,"13101145",,true
"830",false,"13101150",,true
"831",false,"13101155",,true
"832",false,"13101160",,true
"833",false,"13101165",,true
"834",false,"13101170",,true
"835",false,"13101175",,true
"836",false,"13101180",,true
"837",false,"13101185",,true
"838",false,"13101190",,true
"839",false,"13101195",,true
"840",false,"13201210",,true
"841",false,"13201215",,true
"842",false,"13201220",,true
"843",false,"13201225",,true
"844",false,"13201230",,true
"845",false,"13201235",,true
"846",false,"13201240",,true
"847",false,"13201245",,true
"848",false,"13201250",,true
"849",false,"13201255",,true
"850",false,"13201260",,true
"851",false,"13201265",,true
"852",false,"13201270",,true
"853",false,"13201275",,true
"854",true,"13201280",,true
"855",false,"13201285",,true
"856",false,"13201290",,true
"857",false,"13201295",,true
"858",false,"13201300",,true
"859",false,"13201305",,true
"860",false,"13201310",,true
"861",false,"13201315",,true
"862",false,"13201320",,true
"863",false,"13201325",,true
"864",false,"13201330",,true
"865",false,"13201335",,true
"866",false,"13201340",,true
"867",false,"13201345",,true
"868",false,"13201350",,true
"869",false,"13201355",,true
"870",false,"13201360",,true
"871",false,"13201365",,true
"872",false,"13201370",,true
"873",false,"13201375",,true
"874",false,"13201380",,true
"875",false,"13208255",,true
"876",false,"13208260",,true
"877",false,"13208265",,true
"878",true,"13208270",,true
"879",false,"13208275",,true
"880",false,"13208280",,true
"881",false,"13208285",,true
"882",false,"13208290",,true
"883",false,"13208295",,true
"884",false,"13208300",,true
"885",false,"13208305",,true
"886",false,"13208310",,true
"887",false,"13208315",,true
"888",false,"13208320",,true
"889",false,"13208325",,true
"890",false,"13208330",,true
"891",false,"13208335",,true
"892",false,"13208340",,true
"893",false,"13208345",,true
"894",false,"13208350",,true
"895",false,"13208355",,true
"896",false,"13208360",,true
"897",false,"13208365",,true
"898",false,"13208370",,true
"899",false,"13208375",,true
"900",false,"13208380",,true
"901",false,"13208385",,true
"902",false,"13561385",,true
"903",false,"13561390",,true
"904",false,"13561395",,true
"905",false,"13561400",,true
"906",false,"13561405",,true
"907",false,"13561410",,true
"908",false,"13561415",,true
"909",false,"13561420",,true
"910",false,"13561425",,true
"911",false,"13561430",,true
"912",false,"13561435",,true
"913",false,"13561440",,true
"914",false,"13561445",,true
"915",false,"13561450",,true
"916",false,"13561455",,true
"917",false,"13561460",,true
"918",false,"13561465",,true
"919",false,"13561470",,true
"920",false,"13561475",,true
"921",false,"13561480",,true
"922",false,"13561485",,true
"923",false,"13561490",,true
"924",false,"13561495",,true
"925",false,"13561500",,true
"926",false,"13561505",,true
"927",false,"13561510",,true
"928",false,"13561515",,true
"929",false,"13561520",,true
"930",false,"13561525",,true
"931",false,"13561530",,true
"932",false,"13561535",,true
"933",false,"13561540",,true
"934",false,"13561545",,true
"935",false,"13561550",,true
"936",false,"13561555",,true
"937",false,"13561560",,true
"938",false,"13561565",,true
"939",false,"13561570",,true
"940",false,"13561575",,true
"941",false,"13561580",,true
"942",false,"13561585",,true
"943",false,"13561590",,true
"944",false,"13561595",,true
"945",false,"13561600",,true
"946",false,"13561605",,true
"947",false,"13561610",,true
"948",false,"13561615",,true
"949",false,"13561620",,true
"950",false,"13561625",,true
"951",false,"13561630",,true
"952",false,"13561635",,true
"953",false,"13561640",,true
"954",false,"13561645",,true
"955",false,"13561650",,true
"956",false,"13561655",,true
"957",false,"13561660",,true
"958",false,"13561665",,true
"959",false,"13561670",,true
"960",false,"13561675",,true
"961",false,"13561680",,true
"962",false,"13571685",,true
"963",false,"13571690",,true
"964",false,"13571695",,true
"965",false,"13571700",,true
"966",false,"13571705",,true
"967",false,"13571710",,true
"968",false,"13571715",,true
"969",false,"13571720",,true
"970",false,"13571725",,true
"971",false,"13571730",,true
"972",false,"13571735",,true
"973",false,"13571740",,true
"974",false,"13571745",,true
"975",false,"13571750",,true
"976",false,"13571755",,true
"977",false,"13571760",,true
"978",false,"13571765",,true
"979",false,"13571770",,true
"980",false,"13571775",,true
"981",false,"13571780",,true
"982",false,"13571785",,true
"983",false,"13571790",,true
"984",false,"13571795",,true
"985",false,"13571800",,true
"986",false,"13571805",,true
"987",false,"13571810",,true
"988",false,"13571815",,true
"989",false,"13571820",,true
"990",false,"13571825",,true
"991",false,"13571830",,true
"992",false,"13571835",,true
"993",false,"13571840",,true
"994",false,"21253270",,true
"995",false,"21253275",,true
"996",false,"21253280",,true
"997",false,"21253285",,true
"998",false,"21253290",,true
"999",false,"21253295",,true
"1000",false,"21253300",,true
"1001",false,"21253305",,true
"1002",false,"21253310",,true
"1003",false,"21253315",,true
"1004",false,"21253320",,true
"1005",false,"21253325",,true
"1006",false,"21253330",,true
"1007",false,"21253335",,true
"1008",false,"21253340",,true
"1009",false,"21253345",,true
"1010",false,"21253350",,true
"1011",false,"21253355",,true
"1012",false,"21253360",,true
"1013",false,"21253365",,true
"1014",false,"21253370",,true
"1015",false,"21253400",,true
"1016",false,"21253405",,true
"1017",false,"21253410",,true
"1018",false,"21253412",,true
"1019",false,"21253415",,true
"1020",false,"21253545",,true
"1021",false,"21263420",,true
"1022",false,"21263425",,true
"1023",false,"21263430",,true
"1024",false,"21263435",,true
"1025",false,"21263440",,true
"1026",false,"21263445",,true
"1027",false,"21263446",,true
"1028",false,"21263450",,true
"1029",false,"21263455",,true
"1030",false,"21263460",,true
"1031",false,"21263465",,true
"1032",false,"21273470",,true
"1033",false,"21273475",,true
"1034",false,"21273480",,true
"1035",false,"21273485",,true
"1036",false,"21273490",,true
"1037",false,"21273495",,true
"1038",false,"21273500",,true
"1039",false,"21273505",,true
"1040",false,"21273510",,true
"1041",false,"21273515",,true
"1042",false,"21273520",,true
"1043",false,"21273525",,true
"1044",false,"21273530",,true
"1045",false,"21273535",,true
"1046",false,"21283540",,true
"1047",false,"21313375",,true
"1048",false,"21313380",,true
"1049",false,"21313385",,true
"1050",false,"21313390",,true
"1051",false,"21313395",,true
"1052",false,"21403550",,true
"1053",false,"21403555",,true
"1054",false,"21403560",,true
"1055",false,"21403565",,true
"1056",false,"21403570",,true
"1057",false,"21403575",,true
"1058",false,"21403580",,true
"1059",false,"21403585",,true
"1060",false,"21403590",,true
"1061",false,"21403595",,true
"1062",false,"21403600",,true
"1063",false,"21403605",,true
"1064",false,"21403610",,true
"1065",false,"21403615",,true
"1066",false,"21413620",,true
"1067",false,"21413625",,true
"1068",false,"21413630",,true
"1069",false,"21423635",,true
